player_hand,dealer_upcard,can_double,result
3S-2H-8H,7D,0,hit
QC-QS,AD,1,stand
2S-QC,8H,1,hit
2S-QC-5S,8H,0,stand
2H-10S,4S,1,stand
5D-3D,6S,1,hit
5D-3D-KS,6S,0,stand
3S-3C,JS,1,hit
3S-3C-9S,JS,0,hit
KD-JD,7D,1,stand
8D-JH,7D,1,stand
2C-JS,KH,1,hit
10D-8D,7H,1,stand
2H-QS,2S,1,hit
2H-QS-8D,2S,0,stand
JD-2C,4C,1,stand
9H-QH,8H,1,stand
6S-7D,QD,1,hit
6S-7D-4H,QD,0,stand
2S-6D,10S,1,hit
2S-6D-KH,10S,0,stand
JH-5D,4H,1,stand
4S-AD,2S,1,hit
4S-AD-7H,2S,0,hit
5S-5C,KS,1,hit
5S-5C-4H,KS,0,hit
7C-9S,6D,1,stand
10S-9S,QD,1,stand
6D-KS,3H,1,stand
2S-KD,6C,1,stand
8S-KD,7S,1,stand
QD-8D,9C,1,stand
5S-9H,7S,1,hit
5S-9H-AS,7S,0,hit
4C-6H,8H,1,double down
9C-KC,8D,1,stand
JC-4C,8C,1,hit
JC-4C-6D,8C,0,stand
10H-10D,JD,1,stand
5S-AH,9D,1,hit
5S-AH-KC,9D,0,hit
QS-8C,7C,1,stand
JC-8H,8S,1,stand
8S-5S,JD,1,hit
5S-JS,8D,1,hit
KH-2S,3S,1,hit
KH-2S-2D,3S,0,stand
8H-2D,5C,1,double down
KD-8S,3D,1,stand
6C-8C,7C,1,hit
6C-8C-AC,7C,0,hit
6C-8C-AC-2C,7C,0,stand
8H-9D,3H,1,stand
2C-3S,9C,1,hit
2C-3S-2D,9C,0,hit
2C-3S-2D-JC,9C,0,stand
JS-2D,AH,1,hit
JS-2D-2S,AH,0,hit
3H-QS,9C,1,hit
9C-QD,KS,1,stand
10S-8D,4S,1,stand
3C-6C,9C,1,hit
3C-6C-4H,9C,0,hit
3C-6C-4H-3H,9C,0,hit
3D-JD,QC,1,hit
KS-4D,2H,1,stand
9S-KS,5C,1,stand
7H-6H,5C,1,stand
3S-5S,10D,1,hit
3S-5S-JS,10D,0,stand
2D-4D,2C,1,hit
2D-4D-6H,2C,0,hit
2D-4D-6H-8H,2C,0,stand
QH-5H,4H,1,stand
KD-10H,3C,1,stand
7C-9C,10C,1,hit
7C-9C-AH,10C,0,stand
9S-JC,4S,1,stand
QD-7C,QS,1,stand
KC-QH,6D,1,stand
6H-6D,JD,1,hit
6H-6D-2C,JD,0,hit
6H-6D-2C-6S,JD,0,stand
9D-3S,8S,1,hit
9D-3S-3H,8S,0,hit
9D-3S-3H-AH,8S,0,hit
8D-4S,QH,1,hit
9C-3C,QS,1,hit
9C-3C-8C,QS,0,stand
5H-KD,KS,1,hit
10S-9D,9S,1,stand
7D-KC,8H,1,stand
JH-QD,5D,1,stand
6H-JC,4C,1,stand
6S-2D,4C,1,hit
6S-2D-2H,4C,0,hit
6S-2D-2H-KS,4C,0,stand
JD-6S,2C,1,stand
9H-8H,KH,1,stand
8D-KS,JC,1,stand
8S-5S,JC,1,hit
8S-5S-3H,JC,0,hit
8S-5S-3H-3C,JC,0,stand
10S-8H,8C,1,stand
10H-10C,AD,1,stand
8D-JC,AH,1,stand
5D-7S,6C,1,stand
2H-KS,5D,1,stand
3H-6H,10C,1,hit
3H-6H-9S,10C,0,stand
5S-10S,8S,1,hit
10H-KC,8C,1,stand
QC-3C,5D,1,stand
5D-8C,3C,1,stand
10C-8C,KD,1,stand
5D-7D,8H,1,hit
5D-7D-AH,8H,0,hit
5D-7D-AH-3H,8H,0,hit
5D-7D-AH-3H-5C,8H,0,stand
6C-7H,5H,1,stand
7H-KS,7C,1,stand
10S-KH,5D,1,stand
2S-10C,7C,1,hit
9S-KD,JC,1,stand
JH-9C,7H,1,stand
JC-QS,KD,1,stand
9C-KD,JD,1,stand
10H-6C,7S,1,hit
10H-6C-2D,7S,0,stand
6H-9S,3C,1,stand
7S-2D,4S,1,double down
3H-KH,7C,1,hit
AC-7D,3H,1,double down
6D-2C,AC,1,hit
6D-2C-8D,AC,0,hit
6D-2C-8D-2D,AC,0,stand
KC-8D,8H,1,stand
2S-QD,5S,1,stand
6H-AD,9C,1,hit
6H-AD-QS,9C,0,stand
8S-3D,6H,1,double down
4D-6D,7H,1,double down
2H-9C,8D,1,double down
KC-9D,2C,1,stand
AS-4S,9C,1,hit
AS-4S-JC,9C,0,hit
AS-4S-JC-6S,9C,0,stand
2S-3H,6D,1,hit
2S-3H-3D,6D,0,hit
2S-3H-3D-7D,6D,0,stand
4C-5S,JH,1,hit
4C-5S-9H,JH,0,stand
7S-JC,QH,1,stand
9H-6H,9D,1,hit
3S-8C,5C,1,double down
8D-7C,2C,1,stand
KD-2C,4D,1,stand
7S-QH,10H,1,stand
2H-KS,KH,1,hit
2H-KS-9D,KH,0,stand
KC-QH,QC,1,stand
KH-QH,10S,1,stand
QC-10C,10H,1,stand
4D-6C,6S,1,double down
2D-7H,QC,1,hit
2D-7H-JC,QC,0,stand
6C-JD,JH,1,hit
2C-KC,8C,1,hit
2C-KC-4C,8C,0,hit
2C-KC-4C-3H,8C,0,stand
6H-3H,QS,1,hit
6H-3H-9H,QS,0,stand
6H-10D,7D,1,hit
6H-10D-4C,7D,0,stand
JS-QH,10D,1,stand
8H-2C,7S,1,double down
8H-3H,4S,1,double down
10C-8S,3H,1,stand
5H-9D,8C,1,hit
4C-AH,8H,1,hit
4C-AH-7D,8H,0,hit
4C-AH-7D-3D,8H,0,hit
KC-3H,7H,1,hit
KC-3H-AS,7H,0,hit
7H-10D,4D,1,stand
JS-3C,KS,1,hit
JS-3C-5S,KS,0,stand
JS-4S,3C,1,stand
KS-8S,9C,1,stand
9C-QC,3D,1,stand
5H-8C,9S,1,hit
5H-8C-2H,9S,0,hit
4H-8H,KD,1,hit
4H-8H-9D,KD,0,stand
AC-6C,9H,1,hit
AC-6C-8H,9H,0,hit
10S-9H,2C,1,stand
JS-6C,AC,1,hit
JS-6C-5S,AC,0,stand
JS-4S,3D,1,stand
5H-3D,QC,1,hit
5H-3D-6D,QC,0,hit
5H-3D-6D-7C,QC,0,stand
AD-4D,9C,1,hit
AD-4D-2C,9C,0,hit
AD-4D-2C-7H,9C,0,hit
AD-4D-2C-7H-7D,9C,0,stand
3C-AD,QD,1,hit
3C-AD-AS,QD,0,hit
3C-AD-AS-7H,QD,0,hit
2H-AD,6S,1,double down
9D-KD,8D,1,stand
AC-7S,QC,1,hit
AC-7S-7C,QC,0,hit
10D-2H,4D,1,stand
4D-QS,AD,1,hit
4D-QS-AC,AD,0,hit
10H-8H,6D,1,stand
AC-7D,2C,1,double down
5C-10C,4D,1,stand
7C-2S,6D,1,double down
7S-6H,7C,1,hit
7S-6H-5S,7C,0,stand
QC-8H,KD,1,stand
10D-9D,AS,1,stand
2H-8D,3D,1,double down
4S-KS,3S,1,stand
10S-3H,QD,1,hit
10S-3H-7C,QD,0,stand
5C-7H,7D,1,hit
5C-7H-6H,7D,0,stand
7D-AC,KS,1,hit
7D-AC-AH,KS,0,stand
JH-6D,8S,1,hit
JH-6D-3H,8S,0,stand
10D-2C,KD,1,hit
10D-2C-5D,KD,0,stand
8D-3D,QH,1,double down
5D-QH,4D,1,stand
6C-KS,10S,1,hit
6C-KS-AD,10S,0,stand
3S-5S,2D,1,hit
3S-5S-6S,2D,0,stand
2S-10D,7D,1,hit
KS-6H,9C,1,hit
7D-4C,AH,1,double down
10S-2C,2S,1,hit
10S-2C-7H,2S,0,stand
4H-3C,KS,1,hit
4H-3C-5C,KS,0,hit
4H-3C-5C-4C,KS,0,hit
4H-3C-5C-4C-AC,KS,0,stand
4C-6D,5D,1,double down
7S-6C,JD,1,hit
7S-6C-3C,JD,0,hit
AD-9D,2S,1,stand
5H-10S,JC,1,hit
4H-5D,QD,1,hit
4H-5D-8C,QD,0,stand
AC-7S,2H,1,double down
AS-4H,9H,1,hit
AS-4H-JH,9H,0,hit
AS-4H-JH-AD,9H,0,hit
JC-3D,7S,1,hit
4H-3S,JH,1,hit
4H-3S-9D,JH,0,hit
6D-7S,7H,1,hit
8C-JC,2C,1,stand
9D-JC,9C,1,stand
4H-5C,9S,1,hit
4H-5C-5S,9S,0,hit
2C-9C,7S,1,double down
8H-QC,KH,1,stand
5C-JD,3D,1,stand
10C-10D,JC,1,stand
3S-5H,10H,1,hit
3S-5H-10C,10H,0,stand
5H-3H,8S,1,hit
5H-3H-9D,8S,0,stand
6S-10D,9C,1,hit
6S-10D-5C,9C,0,stand
JC-6S,KC,1,hit
AD-9D,8C,1,stand
7D-8H,5C,1,stand
10H-JH,9S,1,stand
4H-8C,2C,1,hit
4H-8C-4S,2C,0,stand
10D-2D,10C,1,hit
3D-JH,7C,1,hit
3D-JH-AS,7C,0,hit
3D-JH-AS-6C,7C,0,stand
QC-9H,10S,1,stand
4H-4D,3H,1,hit
4H-4D-5H,3H,0,stand
10S-8D,5S,1,stand
2H-6D,KD,1,hit
2H-6D-10C,KD,0,stand
8D-4H,AD,1,hit
KD-KS,JD,1,stand
6S-QC,3H,1,stand
2C-10D,8H,1,hit
2C-10D-6D,8H,0,stand
3S-AD,2D,1,hit
3S-AD-8H,2D,0,hit
3S-AD-8H-9D,2D,0,stand
2C-JS,3S,1,hit
9C-7S,JS,1,hit
2H-2D,9S,1,hit
2H-2D-2S,9S,0,hit
2H-2D-2S-5D,9S,0,hit
2H-2D-2S-5D-10D,9S,0,stand
JD-6C,3S,1,stand
7S-JS,QH,1,stand
10D-7C,4D,1,stand
KH-JS,AH,1,stand
7D-JS,3D,1,stand
5D-JS,5H,1,stand
QD-JD,2C,1,stand
6C-10S,2C,1,stand
7D-JS,9S,1,stand
4C-QC,QH,1,hit
AS-7D,5S,1,double down
5D-10H,10D,1,hit
KC-6H,3D,1,stand
8C-7S,KS,1,hit
9D-3H,5H,1,stand
8S-2H,2S,1,double down
6D-4S,3H,1,double down
QS-2S,8S,1,hit
QS-2S-AS,8S,0,hit
4D-6C,3C,1,double down
JC-2C,9S,1,hit
JC-2C-8S,9S,0,stand
3C-3H,AH,1,hit
3C-3H-9C,AH,0,hit
4H-9H,QD,1,hit
6H-QS,2H,1,stand
KH-4D,10S,1,hit
10C-7S,2H,1,stand
4S-2D,2C,1,hit
4S-2D-6S,2C,0,hit
AS-4H,3S,1,hit
AS-4H-KD,3S,0,stand
AH-4H,6S,1,double down
KH-JD,QH,1,stand
7H-2C,JS,1,hit
7H-2C-4C,JS,0,hit
7H-2C-4C-4H,JS,0,stand
JH-9C,3D,1,stand
QH-JD,QC,1,stand
10C-JC,8D,1,stand
3D-10H,7H,1,hit
3D-10H-7S,7H,0,stand
2H-9C,JC,1,double down
9C-10D,KH,1,stand
JD-8S,KC,1,stand
KH-JC,2S,1,stand
KD-3H,JC,1,hit
KD-3H-AH,JC,0,hit
KS-6D,9D,1,hit
9D-KS,3S,1,stand
JC-9C,2S,1,stand
KD-3D,7H,1,hit
KD-3D-AC,7H,0,hit
KD-3D-AC-5S,7H,0,stand
6D-JC,JH,1,hit
10H-5D,AC,1,hit
2H-5S,QD,1,hit
2H-5S-QC,QD,0,stand
4D-8C,9S,1,hit
4D-8C-2H,9S,0,hit
9H-QS,3S,1,stand
2H-8S,QH,1,hit
2H-8S-3C,QH,0,hit
2H-8S-3C-7S,QH,0,stand
QH-8C,KH,1,stand
9D-JH,9H,1,stand
QC-7C,4C,1,stand
AC-4D,JH,1,hit
AC-4D-QC,JH,0,hit
AC-4D-QC-AH,JH,0,hit
AD-5H,3S,1,hit
AD-5H-8C,3S,0,stand
10S-6S,5H,1,stand
7D-9C,QH,1,hit
7D-9C-2D,QH,0,stand
AD-5S,QD,1,hit
AD-5S-9S,QD,0,hit
3H-5C,4H,1,hit
3H-5C-2H,4H,0,hit
3H-5C-2H-7D,4H,0,stand
10D-7D,9D,1,stand
2C-10S,7H,1,hit
2H-6D,7H,1,hit
2H-6D-QD,7H,0,stand
2S-3C,7H,1,hit
2S-3C-8C,7H,0,hit
2S-3C-8C-7C,7H,0,stand
AH-5S,JC,1,hit
AH-5S-3H,JC,0,stand
7H-2D,7S,1,hit
7H-2D-4S,7S,0,hit
KC-10C,7C,1,stand
2C-AS,KD,1,hit
2C-AS-KH,KD,0,hit
2C-AS-KH-5D,KD,0,stand
6D-3H,2C,1,hit
6D-3H-4C,2C,0,stand
6H-9C,2C,1,stand
7C-7H,QC,1,hit
8D-7H,6D,1,stand
KD-7S,4D,1,stand
6C-JH,2D,1,stand
2H-KD,3C,1,hit
3D-AD,3S,1,hit
3D-AD-8C,3S,0,hit
3D-AD-8C-8S,3S,0,stand
QC-KH,3S,1,stand
8S-9S,7S,1,stand
3H-JC,6S,1,stand
9H-JS,7H,1,stand
4S-8D,KC,1,hit
4S-8D-9H,KC,0,stand
5H-4H,5C,1,double down
JD-8C,QD,1,stand
6S-9D,AS,1,hit
6S-9D-2H,AS,0,stand
4D-2C,10H,1,hit
4D-2C-5D,10H,0,hit
4D-2C-5D-7C,10H,0,stand
QC-4S,6S,1,stand
9C-3C,QH,1,hit
9C-3C-3H,QH,0,hit
9C-3C-3H-AC,QH,0,hit
4C-6H,10C,1,hit
4C-6H-JS,10C,0,stand
5H-KC,10D,1,hit
QD-9H,QC,1,stand
AD-3C,8S,1,hit
AD-3C-8C,8S,0,hit
AD-3C-8C-5S,8S,0,stand
10C-KD,5S,1,stand
2C-3D,AS,1,hit
2C-3D-JH,AS,0,hit
5S-7H,KD,1,hit
5S-7H-AC,KD,0,hit
5S-7H-AC-6S,KD,0,stand
AS-5H,QD,1,hit
AS-5H-6D,QD,0,hit
AS-5H-6D-3C,QD,0,hit
10H-2D,5S,1,stand
JH-KC,KS,1,stand
2S-6C,5S,1,hit
2S-6C-10H,5S,0,stand
3D-JH,3S,1,stand
6H-JD,9D,1,hit
QC-4H,JH,1,hit
QC-4H-5H,JH,0,stand
4D-KS,JH,1,hit
4D-KS-4S,JH,0,stand
5S-9H,AC,1,hit
KH-8D,8S,1,stand
6D-5C,JC,1,double down
3D-9S,5H,1,stand
2C-4H,4S,1,hit
2C-4H-7D,4S,0,stand
2D-KS,8S,1,hit
2D-KS-5S,8S,0,stand
9S-3H,8C,1,hit
9S-3H-8H,8C,0,stand
6D-QC,8S,1,hit
7D-9C,KS,1,hit
7H-2S,QC,1,hit
7H-2S-4H,QC,0,hit
3H-QC,QS,1,hit
3H-QC-6D,QS,0,stand
8H-6S,JS,1,hit
JH-5S,10S,1,hit
8D-7C,JS,1,hit
8D-7C-4H,JS,0,stand
10C-5D,5H,1,stand
5S-7H,JC,1,hit
5S-QD,2D,1,stand
9C-JD,2H,1,stand
8S-10C,9S,1,stand
3S-4H,2C,1,hit
3S-4H-AH,2C,0,stand
8H-5C,7C,1,hit
8H-5C-6C,7C,0,stand
9H-8D,KD,1,stand
10S-6C,JC,1,hit
4D-10D,5D,1,stand
QS-5H,2C,1,stand
9D-AD,QH,1,stand
7C-AS,QS,1,hit
7C-AS-8D,QS,0,hit
AS-6C,KD,1,hit
AS-6C-QC,KD,0,stand
8H-6D,2C,1,stand
8C-4C,2C,1,hit
8C-4C-AH,2C,0,stand
5D-9H,KD,1,hit
5D-9H-7S,KD,0,stand
9D-2S,4C,1,double down
5H-KC,6C,1,stand
3C-5C,6C,1,hit
3C-5C-6D,6C,0,stand
AS-5C,3D,1,hit
AS-5C-9H,3D,0,stand
10H-3D,QD,1,hit
10H-3D-8C,QD,0,stand
2C-3H,5C,1,hit
2C-3H-6H,5C,0,hit
2C-3H-6H-AS,5C,0,stand
5D-3D,10D,1,hit
5D-3D-KD,10D,0,stand
2D-10S,9D,1,hit
2D-10S-5C,9D,0,stand
10D-8H,2H,1,stand
7H-AS,5D,1,double down
7S-6S,3C,1,stand
QH-8S,8D,1,stand
4C-AC,8H,1,hit
4C-AC-3H,8H,0,stand
4D-10C,4C,1,stand
8H-QC,KD,1,stand
JC-7C,7H,1,stand
5D-KH,9C,1,hit
5D-KH-6D,9C,0,stand
6H-7C,QC,1,hit
6H-7C-7S,QC,0,stand
3C-6C,5H,1,double down
8S-QS,KS,1,stand
5H-8S,4S,1,stand
5D-4D,9S,1,hit
5D-4D-6D,9S,0,hit
5D-4D-6D-4S,9S,0,stand
7H-JH,AS,1,stand
8S-AH,6S,1,double down
8H-4H,6S,1,stand
QS-9D,AD,1,stand
KS-3C,5S,1,stand
5D-QS,10H,1,hit
10H-4C,JH,1,hit
3D-8C,QS,1,double down
4C-JD,4S,1,stand
10C-9D,8D,1,stand
2H-6D,10S,1,hit
2H-6D-3D,10S,0,hit
2H-6D-3D-KD,10S,0,stand
6H-JC,9C,1,hit
QH-10C,10H,1,stand
KD-5C,9D,1,hit
AH-6C,JS,1,hit
AH-6C-3S,JS,0,stand
6H-6C,7C,1,hit
6H-6C-8D,7C,0,stand
7S-9D,8D,1,hit
JS-8D,KD,1,stand
2C-6H,JD,1,hit
2C-6H-AS,JD,0,stand
8D-QD,9D,1,stand
8H-6C,QC,1,hit
8H-6C-3H,QC,0,stand
7S-9S,6H,1,stand
JD-10S,9S,1,stand
9D-7D,10H,1,hit
4D-7S,QS,1,double down
5D-QC,2D,1,stand
QH-7D,3S,1,stand
8H-7S,4C,1,stand
3H-QH,5C,1,stand
7C-8S,5H,1,stand
6S-JS,QS,1,hit
6S-JS-AD,QS,0,stand
KD-10D,7D,1,stand
AC-8D,JS,1,stand
5D-6S,JH,1,double down
9D-10D,10S,1,stand
3S-6S,4S,1,double down
AS-5H,6C,1,double down
KD-7C,5H,1,stand
8H-2C,AC,1,hit
8H-2C-7S,AC,0,stand
3S-5D,6S,1,hit
3S-5D-AS,6S,0,stand
3D-QC,6S,1,stand
2D-3D,7S,1,hit
2D-3D-KD,7S,0,hit
2D-3D-KD-5H,7S,0,stand
AS-8S,5S,1,stand
8S-5D,6S,1,stand
8H-2C,2H,1,double down
9D-4S,2H,1,stand
5C-JC,7C,1,hit
5C-JC-6C,7C,0,stand
3D-JH,4S,1,stand
7D-9H,QD,1,hit
7D-9H-5H,QD,0,stand
9H-3S,3C,1,hit
9H-3S-4S,3C,0,stand
10H-4H,2S,1,stand
7D-3H,AH,1,hit
7D-3H-9S,AH,0,stand
9S-JC,9D,1,stand
JC-3S,3H,1,stand
JH-8H,QD,1,stand
2D-QS,3C,1,hit
7D-2H,AS,1,hit
7D-2H-2S,AS,0,hit
7D-2H-2S-10H,AS,0,stand
9C-9H,QC,1,stand
10H-6S,AC,1,hit
10H-6S-2C,AC,0,stand
9D-KC,6H,1,stand
9D-QD,9S,1,stand
6S-4H,8D,1,double down
8D-2S,6C,1,double down
9H-2D,5H,1,double down
8H-AH,10D,1,stand
KC-2D,5D,1,stand
JH-8C,JC,1,stand
JS-8H,QC,1,stand
8D-9D,9S,1,stand
JH-7D,9S,1,stand
6D-4S,3C,1,double down
KH-7D,9H,1,stand
JC-4C,KS,1,hit
6C-JH,10D,1,hit
7C-9H,8D,1,hit
7C-9H-AS,8D,0,stand
3D-7H,3H,1,double down
2D-4C,9H,1,hit
2D-4C-10H,9H,0,hit
2D-4C-10H-2H,9H,0,stand
4C-3S,3D,1,hit
4C-3S-JS,3D,0,stand
6S-2H,JH,1,hit
6S-2H-5D,JH,0,hit
6S-2H-5D-3D,JH,0,hit
4D-AS,2H,1,hit
4D-AS-7D,2H,0,hit
5S-3H,8D,1,hit
5S-3H-9C,8D,0,stand
7D-2S,7S,1,hit
7D-2S-10H,7S,0,stand
3H-AH,6C,1,double down
8H-4C,3H,1,hit
8H-4C-9H,3H,0,stand
2D-4H,5H,1,hit
2D-4H-6C,5H,0,stand
KH-QD,9C,1,stand
3S-9C,8C,1,hit
7H-10H,5D,1,stand
9C-KC,4H,1,stand
4C-KS,KH,1,hit
4C-KS-7D,KH,0,stand
AS-6D,KD,1,hit
AS-6D-5S,KD,0,hit
3D-7H,8D,1,double down
JH-7D,6S,1,stand
KD-2H,7H,1,hit
KD-2H-AS,7H,0,hit
KD-2H-AS-5H,7H,0,stand
10H-10D,2C,1,stand
4D-2S,4H,1,hit
4D-2S-2D,4H,0,hit
4D-2S-2D-9D,4H,0,stand
5S-10S,9S,1,hit
6S-3C,AD,1,hit
6S-3C-8H,AD,0,stand
KS-8H,9S,1,stand
3C-5C,8S,1,hit
3C-5C-2S,8S,0,hit
3C-5C-2S-AD,8S,0,stand
3C-QD,2S,1,stand
5S-2S,8D,1,hit
5S-2S-8H,8D,0,hit
5S-2S-8H-2D,8D,0,stand
4H-8C,5S,1,stand
7H-8C,7S,1,hit
AS-5C,KC,1,hit
AS-5C-2D,KC,0,hit
AS-5C-2D-9D,KC,0,stand
8C-9D,7D,1,stand
QS-3C,KC,1,hit
QS-3C-7C,KC,0,stand
9C-7S,4S,1,stand
9D-QD,4S,1,stand
3D-10H,7H,1,hit
3D-10H-2H,7H,0,hit
4S-AS,QH,1,hit
4S-AS-JS,QH,0,hit
4S-AS-JS-AC,QH,0,hit
6D-2S,7C,1,hit
6D-2S-QC,7C,0,stand
JD-3S,AC,1,hit
7H-5D,JH,1,hit
7H-5D-5S,JH,0,stand
4C-QS,10D,1,hit
4D-4H,AC,1,hit
4D-4H-2S,AC,0,hit
4D-4H-2S-8D,AC,0,stand
QD-JC,4S,1,stand
JH-KC,KD,1,stand
10H-JD,9H,1,stand
5S-8S,QH,1,hit
5S-8S-3C,QH,0,hit
5S-3H,10C,1,hit
5S-3H-3D,10C,0,hit
5S-3H-3D-5C,10C,0,hit
KS-JH,10S,1,stand
8S-AH,7H,1,stand
9H-AD,4D,1,stand
5C-8H,4C,1,stand
JH-KS,3D,1,stand
10S-5H,KH,1,hit
8D-JD,5D,1,stand
KC-6D,8H,1,hit
8C-5H,6H,1,stand
2S-QD,2C,1,hit
2S-QD-8H,2C,0,stand
6D-10C,JD,1,hit
5S-7D,9S,1,hit
4S-7C,9C,1,double down
7S-KD,JD,1,stand
5D-8C,5S,1,stand
JH-2H,KS,1,hit
4S-QH,5C,1,stand
10D-QC,10S,1,stand
9C-2D,4D,1,double down
6D-8S,8H,1,hit
JD-7S,5D,1,stand
4H-10H,JS,1,hit
4H-10H-3S,JS,0,stand
10D-KD,7H,1,stand
7H-JD,QS,1,stand
2S-10D,2H,1,hit
2S-10D-4S,2H,0,stand
5H-KS,AS,1,hit
7S-9S,3S,1,stand
3C-KC,7S,1,hit
5C-QS,8H,1,hit
KC-5S,2C,1,stand
6H-5H,7S,1,double down
8D-JH,6C,1,stand
10S-10H,6H,1,stand
7D-QH,2D,1,stand
KS-4C,9D,1,hit
KS-4C-7C,9D,0,stand
5S-9S,4D,1,stand
4S-2H,2S,1,hit
4S-2H-10C,2S,0,stand
QC-8S,4D,1,stand
10H-9C,QC,1,stand
KC-4S,10C,1,hit
KC-4S-AH,10C,0,hit
KC-4S-AH-2S,10C,0,stand
10S-9S,3S,1,stand
KD-8H,QD,1,stand
7S-2D,8H,1,hit
7S-2D-3H,8H,0,hit
7S-2D-3H-4H,8H,0,hit
6S-4D,KH,1,hit
6S-4D-AH,KH,0,stand
8H-4D,JH,1,hit
8H-4D-3C,JH,0,hit
8H-4D-3C-5S,JH,0,stand
5D-5C,2H,1,double down
AD-5C,QH,1,hit
AD-5C-AH,QH,0,hit
AD-5C-AH-2H,QH,0,stand
5H-9H,6S,1,stand
AC-3D,3C,1,hit
AC-3D-4S,3C,0,stand
8H-3C,10H,1,double down
3D-AC,9D,1,hit
3D-AC-QC,9D,0,hit
6H-5S,3C,1,double down
6H-9C,AH,1,hit
QD-QC,KS,1,stand
7H-4D,7S,1,double down
JH-4S,9S,1,hit
JH-4S-7D,9S,0,stand
8H-AS,7D,1,stand
3H-9S,QH,1,hit
JS-KD,AD,1,stand
3C-6C,8C,1,hit
3C-6C-2H,8C,0,hit
3C-6C-2H-JC,8C,0,stand
6H-8C,4C,1,stand
JH-9S,QS,1,stand
4C-KC,7C,1,hit
5D-6C,2D,1,double down
4H-QS,2C,1,stand
JS-7H,QD,1,stand
AC-7C,4C,1,double down
QD-KH,8D,1,stand
2D-QC,AS,1,hit
2D-QC-9D,AS,0,stand
2C-3C,8H,1,hit
2C-3C-4S,8H,0,hit
2C-3C-4S-9S,8H,0,stand
JD-4C,JH,1,hit
AS-9H,2C,1,stand
2H-6C,QD,1,hit
2H-6C-AD,QD,0,stand
10S-2S,4C,1,stand
QS-5D,7D,1,hit
QS-5D-2S,7D,0,stand
4D-KS,QS,1,hit
QC-4C,5H,1,stand
7D-KH,3D,1,stand
4S-3S,10S,1,hit
4S-3S-4H,10S,0,hit
4S-3S-4H-QC,10S,0,stand
JC-8D,6H,1,stand
5S-4C,6H,1,double down
JS-5D,3D,1,stand
QC-3D,5D,1,stand
8S-7C,8H,1,hit
8S-7C-3H,8H,0,stand
7S-3H,7D,1,double down
AD-3C,6S,1,double down
10D-QH,AD,1,stand
9D-7S,7H,1,hit
7H-10D,QC,1,stand
8C-7S,3D,1,stand
2D-3C,4D,1,hit
2D-3C-10C,4D,0,stand
8S-6D,3S,1,stand
5D-4S,JS,1,hit
5D-4S-6D,JS,0,hit
5D-4S-6D-5C,JS,0,stand
7C-3S,2C,1,double down
2S-QC,6D,1,stand
QS-JC,KS,1,stand
9S-5S,9D,1,hit
9S-5S-AS,9D,0,hit
9S-5S-AS-6C,9D,0,stand
KH-10D,8S,1,stand
AH-5S,9S,1,hit
AH-5S-8C,9S,0,hit
AH-5S-8C-2S,9S,0,hit
2D-6H,2C,1,hit
2D-6H-KC,2C,0,stand
9C-3H,10S,1,hit
8C-3D,JH,1,double down
2D-2C,8H,1,hit
2D-2C-9C,8H,0,hit
7C-2C,4S,1,double down
6H-AS,KC,1,hit
6H-AS-JC,KC,0,stand
10C-8H,9D,1,stand
8D-5C,JD,1,hit
8D-5C-3H,JD,0,hit
5D-3D,5S,1,hit
5D-3D-QD,5S,0,stand
6H-10C,5C,1,stand
9D-5C,AD,1,hit
7C-4C,JS,1,double down
7S-3C,7H,1,double down
7S-3C,4S,1,double down
7C-8H,4S,1,stand
7H-AC,3C,1,double down
JD-4S,QC,1,hit
JD-4S-4H,QC,0,stand
KS-8S,2S,1,stand
6S-4H,QH,1,hit
6S-4H-2D,QH,0,hit
6S-4H-2D-5S,QH,0,stand
QD-JS,7D,1,stand
6H-AS,5H,1,double down
6D-7H,QD,1,hit
6D-7H-3C,QD,0,hit
2D-10D,9D,1,hit
2D-10D-9H,9D,0,stand
JD-8D,5H,1,stand
7S-9D,9H,1,hit
QD-4H,QC,1,hit
7S-AS,5S,1,double down
5S-9S,7H,1,hit
5C-9H,7H,1,hit
5C-9H-6D,7H,0,stand
8D-6C,2D,1,stand
KC-4D,KS,1,hit
6D-AH,2D,1,hit
6D-AH-7C,2D,0,stand
6S-5C,2D,1,double down
8H-5C,3D,1,stand
JC-8S,5D,1,stand
6S-KC,QD,1,hit
4D-3S,QS,1,hit
4D-3S-9S,QS,0,hit
QD-QS,8H,1,stand
2C-3D,5D,1,hit
2C-3D-2H,5D,0,hit
2C-3D-2H-KS,5D,0,stand
QH-2S,JH,1,hit
QH-2S-7D,JH,0,stand
JS-JC,8S,1,stand
7C-3H,8D,1,double down
9C-5C,6S,1,stand
9H-7D,3D,1,stand
JH-5C,9C,1,hit
QH-5D,3S,1,stand
4C-3S,10H,1,hit
4C-3S-AD,10H,0,hit
4C-3S-AD-JC,10H,0,stand
QS-2D,4C,1,stand
3S-QS,KC,1,hit
3S-QS-AD,KC,0,hit
3S-QS-AD-7S,KC,0,stand
10D-5S,2S,1,stand
10D-7S,10H,1,stand
AH-3H,7C,1,hit
AH-3H-5H,7C,0,stand
3D-9D,7S,1,hit
3D-9D-3H,7S,0,hit
3D-9D-3H-5S,7S,0,stand
JS-8C,5C,1,stand
5C-10D,4C,1,stand
